gene_1,gene_2,score
IL6,ITGAM,897
IL6,CCL3,962
IL6,LTA,793
IL6,HIF1A,800
IL6,IFNA17,814
IL6,CEBPA,739
IL6,CREB1,918
IL6,CCL4,933
IL6,ISG15,751
IL6,IL12RB1,920
IL6,CXCL2,966
IL6,ADIPOQ,890
IL6,BDNF,846
IL6,IL17A,980
IL6,GPX5,732
IL6,TNF,994
IL6,LAP3,921
IL6,CD44,821
IL6,GCG,726
IL6,IKBKB,736
IL6,CTLA4,815
IL6,ESR1,792
IL6,FGF1,721
IL6,CCR3,777
IL6,LIFR,956
IL6,ACTB,847
IL6,IL11RA,910
IL6,TPO,716
IL6,PECAM1,709
IL6,MUC1,730
IL6,IRAK4,752
IL6,SELL,722
IL6,MYC,730
IL6,IDO1,791
IL6,CASP1,881
IL6,MMP12,743
IL6,ACE2,838
IL6,TLR5,824
IL6,CTNNB1,813
IL6,IL22,863
IL6,LPL,707
IL6,IL5RA,762
IL6,JAK3,914
IL6,IRF3,750
IL6,SOCS1,748
IL6,TNFAIP3,831
IL6,JAK1,996
IL6,PTPRC,860
IL6,FCGR3B,796
IL6,ITGAX,797
IL6,GHR,749
IL6,MYD88,949
IL6,TYK2,986
IL6,IDO2,710
IL6,IL1R1,997
IL6,PRLR,716
IL6,PTPN11,790
IL6,AKT1,872
IL6,IL10,997
IL6,HAMP,928
IL6,CCL5,950
IL6,CD8A,930
IL6,VEGFC,754
SMS,SMOX,818
SMS,MTAP,986
SMS,MTRR,822
MARK2,MARK3,804
MARK2,CAPN1,771
MARK2,MARK1,743
BLVRA,HMOX2,992
BLVRA,UGT1A3,777
BLVRA,POR,708
BLVRA,UGT2A1,787
TF,SERPINA1,848
TF,GC,811
TF,B2M,777
TF,TFR2,837
TF,HLA-H,791
RASGRP3,HRAS,964
RASGRP3,PLCG2,933
RPS14,RPS19,999
RPS14,RPL23,999
RPS14,RPSA,999
RPS14,RPL10,999
RPS14,RPS18,999
RPS14,ISG15,802
RPS14,RPL11,999
RPS14,RPS24,999
RPS14,RPL18,999
RPS14,RPL9P8,999
RPS14,RPS10,999
RPS14,RPL36,999
RPS14,RPL6,999
RPS14,RPS25,999
RPS14,RPL23A,999
RPS14,RPP30,833
RPS14,RPS20,999
RPS14,RPL37A,999
RPS14,RPS15,999
RPS14,RPL26,999
RPS14,RPS17,999
RPS14,RPL30,999
RPS14,MRPL36,974
RPS14,RPS7,999
RPS14,RPS28,999
RPS14,RPS5,999
RPS14,EIF4G1,873
RPS14,SRP19,847
RPS14,MRPL47,786
RPS14,RPL41,704
RPS14,RPL31,999
RPS14,RPL28,999
RPS14,RPS27,999
RPS14,RPL35A,999
RPS14,TPT1,919
RPS14,RPL27,999
RPS14,GSPT1,921
RPS14,FAU,999
RPS14,RPL32,999
RPS14,RPLP0,999
RPS14,RPS13,999
RPS14,EEF1D,915
RPS14,RPL17,986
KCNS3,KCNA2,708
KCNS3,FAU,911
GABRR2,GABRG2,783
GABRR2,GABRQ,745
GABRR2,GABRA1,701
GABRR2,GABRG3,708
GABRR2,GABRR3,912
GABRR2,GABRA2,703
GABRR2,GABRR1,928
MYH6,GATA4,830
MYH6,MUTYH,744
MYH6,MYBPC3,989
MYH6,TTN,926
MYH6,MYH14,913
MYH6,TPM3,744
MYH6,TNNT2,963
MYH6,VIM,742
MYH6,ACTN3,752
MYH6,HIF1A,730
MYH6,MYL3,994
ADRA2C,GNA13,912
DAPK1,GRIN2B,892
DAPK1,DAPK3,936
DAPK1,DAP,870
PSMB11,PSMA1,888
PSMB11,ADRM1,869
PSMB11,PSMD6,749
PSMB11,PSMB3,919
PSMB11,PSMD14,702
ALAD,ALAS2,985
ALAD,FECH,917
ALAD,CPOX,978
ALAD,HMBS,999
SCN9A,FGF2,737
SCN9A,GABRG2,864
SCN9A,SCN1B,998
SCN9A,SCN10A,740
SCN9A,TRPV1,769
SCN9A,DRP2,702
SCN9A,SCN2A,943
SCN9A,SCN7A,711
IL1R1,TNF,996
IL1R1,NDUFAB1,710
IL1R1,IRAK4,996
IL1R1,CASP1,876
IL1R1,CCL3,702
IL1R1,IL17A,723
IL1R1,IL10,917
IL1R1,TLR5,838
IL1R1,IL18R1,824
IL1R1,PIK3R1,722
IL1R1,MYD88,999
SAG,AGTR1,787
SAG,OPRM1,770
SAG,FPR1,784
SAG,RBP3,805
SAG,CLTC,794
AAK1,SNAP91,822
AAK1,ACE2,762
AAK1,AP2B1,958
AAK1,AP2M1,979
AAK1,CLTC,769
PSMD14,PSMC2,999
PSMD14,PSMD9,980
PSMD14,PSMC3,999
PSMD14,SNCA,712
PSMD14,ADRM1,999
PSMD14,PSMA1,999
PSMD14,PSMD6,999
PSMD14,PSMD13,999
PSMD14,FAU,795
PSMD14,PRNP,709
PSMD14,ANCR,930
PSMD14,PSMC6,999
PSMD14,PSMB3,999
PSMD14,SEM1,997
CD8A,CD1D,891
CD8A,SOCS1,742
CD8A,HLA-B,996
CD8A,ITGAX,938
CD8A,NCAM1,889
CD8A,MYD88,942
CD8A,CD8B2,982
CD8A,PTPRC,969
CD8A,FCGR3B,946
CD8A,TIGIT,861
CD8A,CTNNB1,737
CD8A,ACE2,791
CD8A,CD3G,989
CD8A,IL22,771
CD8A,CCL5,959
CD8A,ITK,776
CD8A,ERVW-1,806
CD8A,IDO2,721
CD8A,KLRC1,774
CD8A,FAS,841
CD8A,LCK,999
CD8A,IL10,958
CD8A,B2M,998
CD8A,PRF1,987
CD8A,B3GAT1,856
CD8A,AKT1,811
CD8A,IL12RB1,762
CD8A,SLAMF1,721
CD8A,MR1,951
CD8A,EOMES,920
CD8A,IL17A,936
CD8A,IFNA17,720
CD8A,CCL3,873
CD8A,PCSK5,741
CD8A,ITGAM,940
CD8A,CCL4,889
CD8A,CD200,702
CD8A,IDO1,813
CD8A,MYC,756
CD8A,SI,891
CD8A,SELL,932
CD8A,PECAM1,748
CD8A,TNFRSF9,890
CD8A,LAP3,903
CD8A,CD44,938
CD8A,TNF,958
CD8A,CTLA4,940
CD8A,CCR3,763
PBRM1,CRABP2,744
PBRM1,BAP1,708
PBRM1,ACTB,984
PBRM1,CHD4,734
PBRM1,ACTL6A,999
PBRM1,BCL7A,972
PBRM1,ACTG1,854
RPL31,EEF1D,898
RPL31,RPL17,995
RPL31,RPLP0,999
RPL31,RPL32,999
RPL31,RPL27,999
RPL31,TPT1,973
RPL31,FAU,999
RPL31,GSPT1,921
RPL31,RPS13,999
RPL31,RPL41,979
RPL31,GNL3,832
RPL31,RPL35A,999
RPL31,RPL28,999
RPL31,RPS27,999
RPL31,SRP19,887
RPL31,RPL30,999
RPL31,RPS17,999
RPL31,RPS28,999
RPL31,RPS5,999
RPL31,RPS7,999
RPL31,RPL23A,999
RPL31,RPL23,999
RPL31,RPS20,999
RPL31,RPS25,999
RPL31,RPL26,999
RPL31,RPL37A,999
RPL31,RPS15,999
RPL31,RPL18,999
RPL31,RPL9P8,999
RPL31,RPL11,999
RPL31,RPS24,999
RPL31,RPS10,999
RPL31,SRPRB,829
RPL31,RPL6,999
RPL31,RPL36,999
RPL31,RPSA,999
RPL31,RPS19,999
RPL31,RPS18,999
RPL31,RPL10,999
ACTB,ACTL6A,894
ACTB,POLR2A,719
ACTB,RPLP0,851
ACTB,B2M,789
ACTG2,MYH14,907
LAP3,JAK3,914
LAP3,ANGPT1,757
LAP3,FCGR3B,755
LAP3,PTPRC,933
LAP3,AKT1,750
LAP3,GNG4,919
LAP3,CCL18,798
LAP3,CCL5,998
LAP3,ARRB2,975
LAP3,GNAI1,944
LAP3,ERVW-1,994
LAP3,HIF1A,915
LAP3,ITGAM,715
LAP3,CCL3,993
LAP3,CCL4,995
LAP3,ARRB1,973
LAP3,TFF3,751
LAP3,CXCL2,993
LAP3,GNA13,952
LAP3,TNF,814
LAP3,CD44,994
LAP3,CCR3,864
LAP3,ESR1,702
LAP3,PROM1,728
LAP3,SELL,803
LAP3,PECAM1,784
FHL2,STXBP2,885
FHL2,NNMT,738
FHL2,HIF1A,726
FHL2,TTN,969
FHL2,CTNNB1,993
IPO11,RPL23A,783
ALDH7A1,ADH4,827
ALDH7A1,ADH7,824
ALDH7A1,ACSS3,870
ALDH7A1,DAO,934
ALDH7A1,PDE1A,884
ALDH7A1,RAPGEF3,946
ALDH7A1,EPHX2,822
ALDH7A1,ADH1C,833
IL18R1,IL12RB1,831
MAP3K2,MAP2K6,927
MAP3K2,MAP2K4,745
MAP3K2,LYN,770
FUT2,ABO,927
FUT2,GCNT2,933
FUT2,EPHX2,790
SLC18A1,SLC16A1,776
SLC18A1,SNCA,912
SLC18A1,SLC18A2,904
GCG,FFAR2,853
GCG,MLN,830
GCG,ADIPOQ,767
GCG,KNG1,784
GCG,TCF7L2,888
GCG,NR1H4,735
GCG,ADORA2A,916
GCG,GPBAR1,772
GCG,GIPR,999
GCG,MGAM,790
GCG,CTNNB1,850
GCG,ADCYAP1,836
GCG,PPY,976
GCG,PTH,931
GCG,TSHR,918
GCG,ADCYAP1R1,814
GCG,GNAI1,808
GCG,ABCC8,822
SLC12A5,BDNF,794
SLC12A5,GABRA1,858
CREB1,IL10,893
CREB1,AKT1,965
CREB1,RPS6KA2,802
CREB1,GRIN2B,821
CREB1,RHOA,707
CREB1,PRKCA,803
CREB1,KMT2A,917
CREB1,CTNNB1,950
CREB1,CAMK1D,841
CREB1,PRKD2,738
CREB1,GDNF,726
CREB1,HDAC2,769
CREB1,YAP1,730
CREB1,ESR1,757
CREB1,PRKD1,769
CREB1,CAMK2A,887
CREB1,NFATC1,789
CREB1,MYC,789
CREB1,MECP2,996
CREB1,TCF7L2,714
CREB1,PRKCB,757
CREB1,EWSR1,768
CREB1,RPS6KA5,988
CREB1,RPS6KA1,935
CREB1,CEBPA,831
CREB1,HIF1A,833
CREB1,BDNF,956
CREB1,AKT3,765
OAS1,IFIT2,943
OAS1,LY6E,814
OAS1,ISG15,983
OAS1,IFI27,937
OGDH,ACLY,915
OGDH,NDUFS1,800
OGDH,IDH1,990
OGDH,NDUFV1,762
RARG,RXRA,945
RARG,CRABP2,941
RARG,PRL,731
CASP4,APAF1,720
CASP4,CASP1,996
CASP4,NAIP,776
CASP4,NLRP1,887
EOMES,PRF1,839
EOMES,GATA4,755
EOMES,TIGIT,713
EOMES,NCAM1,755
EOMES,CTNNB1,884
EIF4B,EIF4G1,999
EIF4B,NAT1,976
EIF4B,EIF4E,999
EIF4B,RPS25,763
EIF4B,RPS5,714
MLN,PPY,869
MMADHC,MTRR,978
MMADHC,ATR,976
MMADHC,CBS,702
MMADHC,PSMA1,737
RPL23A,RPS17,999
RPL23A,ILF3,737
RPL23A,RPL30,999
RPL23A,MRPL36,999
RPL23A,RPS7,999
RPL23A,PSMC2,706
RPL23A,RPS5,999
RPL23A,RPS28,999
RPL23A,RPS25,999
RPL23A,RPS20,999
RPL23A,RPL23,999
RPL23A,RPS15,999
RPL23A,RPL37A,999
RPL23A,RPL26,999
RPL23A,RPS24,999
RPL23A,RPL11,999
RPL23A,RPL18,999
RPL23A,RPL9P8,999
RPL23A,RPL36,999
RPL23A,RPL6,999
RPL23A,SRPRB,849
RPL23A,RPS10,999
RPL23A,RPS19,999
RPL23A,RPSA,999
RPL23A,RPL10,999
RPL23A,RPS18,999
RPL23A,EEF1D,922
RPL23A,RPL17,996
RPL23A,GSPT1,925
RPL23A,FAU,999
RPL23A,TPT1,935
RPL23A,RPL27,999
RPL23A,RPL32,999
RPL23A,RPLP0,999
RPL23A,RPS13,999
RPL23A,GNL3,884
RPL23A,PPIA,725
RPL23A,RPL41,704
RPL23A,PNPT1,819
RPL23A,RPS27,999
RPL23A,RPL28,999
RPL23A,RPL35A,999
RPL23A,SRP19,950
RPL23A,CTPS1,716
DCC,NCK1,926
DCC,PLCG2,900
NDUFA11,NDUFB2,996
NDUFA11,UQCRB,977
NDUFA11,NDUFA6,999
NDUFA11,NDUFA5,999
NDUFA11,NDUFB1,997
NDUFA11,NDUFC1,997
NDUFA11,COX4I1,937
NDUFA11,NDUFAB1,999
NDUFA11,NDUFS1,999
NDUFA11,NDUFB3,999
NDUFA11,NDUFA3,999
NDUFA11,NDUFV1,999
NDUFA11,NDUFA13,999
RPP30,RPS7,844
RPP30,PRORP,932
RPP30,ERN1,723
DHRS9,DGAT1,920
ACE2,IL10,703
ACE2,ERVW-1,994
ACE2,AGTR1,996
ACE2,APLN,845
ACE2,KNG1,948
ACE2,PDYN,708
ACE2,TNF,770
ACE2,ATXN1L,881
ACE2,ERV3-1,992
ACE2,MME,964
RPSA,RPS13,999
RPSA,TPT1,925
RPSA,RPL27,999
RPSA,GSPT1,929
RPSA,FAU,999
RPSA,RPLP0,999
RPSA,RPL32,999
RPSA,HSPA8,835
RPSA,RPL17,995
RPSA,EEF1D,773
RPSA,SRP19,851
RPSA,EIF4G1,862
RPSA,RPS27,999
RPSA,RPL28,999
RPSA,RPL35A,999
RPSA,PRNP,940
RPSA,SELP,720
RPSA,RPL37A,999
RPSA,RPS15,999
RPSA,RPL26,999
RPSA,RPS25,999
RPSA,RPL23,999
RPSA,RPS20,999
RPSA,RPS7,999
RPSA,RPS28,999
RPSA,RPS5,999
RPSA,RPS17,999
RPSA,RPL30,999
RPSA,MRPL36,907
RPSA,RPL10,999
RPSA,RPS18,999
RPSA,RPS19,999
RPSA,RPS10,999
RPSA,RPL36,999
RPSA,RPL6,999
RPSA,ISG15,769
RPSA,RPS24,999
RPSA,RPL11,999
RPSA,RPL9P8,999
RPSA,RPL18,999
NFATC1,PPP3R2,948
NFATC1,MAPK9,937
NFATC1,SP7,955
NFATC1,GATA4,957
NFATC1,MITF,704
TBXAS1,MGAM2,826
ATP5PF,ATP6V0B,802
ATP5PF,COX4I1,780
ATP5PF,ATP5MC2,994
ATP5PF,NDUFA13,921
ATP5PF,NDUFB3,945
ATP5PF,NDUFAB1,799
ATP5PF,NDUFA5,981
ATP5PF,NDUFA6,966
ATP5PF,UQCRB,925
CTNNA3,ACTG1,907
CTNNA3,CTNNB1,998
CTNNA3,ACTB,915
ADIPOQ,RXRA,766
ADIPOQ,CEBPA,942
ADIPOQ,TNF,871
ADIPOQ,FGF21,782
ADIPOQ,ACACA,739
ADIPOQ,CFD,988
ADIPOQ,LPL,794
ADIPOQ,UCP2,790
ADIPOQ,IL10,822
ADIPOQ,AKT1,712
IDH1,FGFR2,762
IDH1,ENO1,765
IDH1,DBP,813
IDH1,CDKN2A,744
IDH1,TET2,914
IDH1,LDHA,826
IDH1,GPI,740
IDH1,ENO2,707
IDH1,BRAF,799
IDH1,ACLY,935
IDH1,PC,761
IDH1,CEBPA,710
IDH1,MYC,740
SPP1,KMT2A,739
PRKD1,PRKD2,979
PRKD1,ITGAM,908
PRKD1,PRKCA,917
PRKD1,PRKCB,910
PRKD1,ARF1,836
SCN10A,SCN2A,752
SCN10A,SCN1B,950
SCN10A,TRPV1,806
SCN10A,SCN4A,753
CHEK1,H2AX,898
CHEK1,BRCA1,996
CHEK1,CDC7,911
CHEK1,TOP2A,889
CHEK1,MYC,760
CHEK1,XRCC3,739
CHEK1,POLD1,740
CHEK1,WEE1,992
CHEK1,PBK,735
CHEK1,RACGAP1,748
CHEK1,RAD51,998
CHEK1,CCNE2,747
CHEK1,XRCC4,756
CHEK1,CRY2,823
CHEK1,SEM1,841
CHEK1,CCNA2,939
CHEK1,CDKN2A,724
CHEK1,UBE2T,712
CHEK1,PPP2CA,809
PSMC2,SEM1,858
PSMC2,PSMC6,999
PSMC2,PSMB3,999
PSMC2,RPS27,739
PSMC2,PSMD13,999
PSMC2,RPS13,712
PSMC2,PSMD6,999
PSMC2,RPS19,721
PSMC2,RPL23,708
PSMC2,RPS24,701
PSMC2,PSMA1,999
PSMC2,RPS10,702
PSMC2,ADRM1,999
PSMC2,PSMC3,999
PSMC2,PSMD9,970
PSMC2,RPS5,731
PSMC2,RPS7,727
PTPN6,CTLA4,954
PTPN6,BTK,953
PTPN6,PECAM1,979
PTPN6,INPP5D,913
PTPN6,PIK3CB,919
PTPN6,PTPN11,950
PTPN6,SIRPA,942
PTPN6,TYK2,954
PTPN6,LCK,926
PTPN6,KLRC1,991
PTPN6,PIK3R1,971
PTPN6,LYN,953
PTPN6,VAV1,966
PTPN6,JAK1,978
PTPN6,JAK3,938
BCAR1,ESR1,941
BCAR1,NCK1,961
BCAR1,PTP4A3,715
BCAR1,PTK6,943
BCAR1,RHOA,764
BCAR1,AKT1,828
BCAR1,ITGB3,757
BCAR1,LCK,847
BCAR1,CDC42,720
BCAR1,LYN,887
BCAR1,CTNNB1,770
PISD,PCYT2,985
APLN,PDYN,746
APLN,KNG1,854
APLN,APLNR,999
APLN,AGTR1,765
MITF,DCT,956
MITF,MC1R,847
MITF,CTNNB1,813
MITF,BRAF,719
MITF,SI,773
IGF2,ESR1,734
IGF2,FLG,785
IGF2,IGF1R,999
IGF2,NTRK1,925
IGF2,CDKN1C,907
IGF2,FGFR2,763
IGF2,IGF2BP2,994
IGF2,PTH,710
IGF2,GRB10,865
ATP2B1,ATP2A2,793
ATP2B1,TRPV4,711
RALBP1,AP2B1,864
STRAP,TGFBR1,829
GPX5,SOD2,902
GPX5,TXNRD3,802
GPX5,TXNRD1,866
GPX5,GSS,943
GPX5,GSTA2,794
GPX5,TNF,728
NLGN1,GRIN2B,755
NLGN1,MDGA2,788
NLGN1,DLG4,999
NDUFS1,COX4I1,965
NDUFS1,NDUFV1,999
NDUFS1,NDUFA3,999
NDUFS1,NDUFB1,996
NDUFS1,NDUFC1,998
NDUFS1,NDUFB3,999
NDUFS1,NDUFAB1,999
NDUFS1,NDUFA13,999
NDUFS1,NDUFB2,995
NDUFS1,UQCRB,998
NDUFS1,NDUFA6,999
NDUFS1,NDUFA5,999
DCT,SI,898
DCT,MC1R,759
PIK3R5,PIK3R1,966
PIK3R5,PIK3R6,953
PIK3R5,LYN,920
PIK3R5,AKT3,941
PIK3R5,PIK3CB,999
PIK3R5,GNA13,906
PIK3R5,PIK3CG,999
PIK3R5,AKT1,945
PIK3R5,PIK3C2G,796
PIK3R5,HRAS,921
PIK3R5,ITK,919
PIK3R5,GNAI1,925
GABRA1,GABRG3,832
GABRA1,GABRQ,867
GABRA1,GABRG2,998
GABRA1,GABRR1,701
GABRA1,SCN1B,765
GABRA1,CACNB4,772
GABRA1,GABRA2,854
GABRA1,GABRP,710
CDC7,PRIM2,708
CDC7,CCNA2,715
CDC7,CDKN2A,905
RPS18,RPS28,999
RPS18,RPS5,999
RPS18,RPS7,999
RPS18,SPG7,758
RPS18,MRPL36,999
RPS18,RPL30,999
RPS18,RPS17,999
RPS18,RPL26,999
RPS18,RPL37A,999
RPS18,RPS15,999
RPS18,RPS20,999
RPS18,RPS25,999
RPS18,RPS10,999
RPS18,RPL6,999
RPS18,RPL36,999
RPS18,RPL9P8,999
RPS18,RPL18,999
RPS18,ISG15,844
RPS18,RPL11,999
RPS18,RPS24,999
RPS18,RPL10,999
RPS18,RPS19,999
RPS18,RPL17,996
RPS18,SOD2,723
RPS18,EEF1D,945
RPS18,RPS13,999
RPS18,RPL32,999
RPS18,RPLP0,999
RPS18,RPL27,999
RPS18,TPT1,948
RPS18,FAU,999
RPS18,COX4I1,776
RPS18,GSPT1,928
RPS18,RPL35A,999
RPS18,RPL28,999
RPS18,RPS27,999
RPS18,RPL41,743
RPS18,SELP,828
RPS18,MRPL47,945
RPS18,ATP5MC2,740
RPS18,EIF4G1,886
RPS18,SRP19,850
NOS1,CCR4,727
FLG,PIGF,819
FLG,RPS6KA1,874
FLG,PDGFC,756
FLG,BDNF,864
FLG,NEDD4,780
FLG,PIK3CB,933
FLG,PLCG2,920
FLG,CD44,848
FLG,FGF1,999
FLG,FGF21,998
FLG,NTF4,702
FLG,FGF12,771
FLG,HRAS,962
FLG,ADORA2A,718
FLG,CTNNB1,947
FLG,NOTCH1,737
FLG,PIK3R1,992
FLG,TGFA,771
FLG,EFNA4,716
FLG,ANGPT1,848
FLG,NCAM1,996
FLG,NTF3,712
FLG,FGFR2,853
FLG,PTPN11,794
FLG,LDHA,815
FLG,VEGFC,896
TBXA2R,AAMP,890
TBXA2R,GNA13,985
HLA-DPB1,B2M,796
HLA-DPB1,HLA-DOB,947
HLA-DPB1,HLA-DMB,997
HLA-DPB1,MARCHF8,721
HLA-DPB1,CD3G,761
HLA-DPB1,IGH,916
HLA-DPB1,HLA-B,956
BIRC6,KLC1,706
BIRC6,DIABLO,874
PLA2G10,CYP2E1,801
PRKD2,ITGAM,907
PRKD2,PRKCB,907
PRKD2,PRKCA,911
PRKD2,ARF1,836
GDI1,MECP2,781
GDI1,CDC42,791
GDI1,RAB9A,927
CSF2RA,IKBKB,778
CSF2RA,SFTPB,827
MAPK9,MAP2K6,930
MAPK9,RPL11,763
MAPK9,MRPL36,793
MAPK9,HRAS,936
MAPK9,ESR1,927
MAPK9,RAPGEF3,907
MAPK9,MAP2K4,999
MAPK9,CDC42,976
MAPK9,MALT1,922
MAPK9,KLC1,912
MAPK9,MRPL47,770
MAPK9,RHOA,939
MAPK9,ARRB2,826
MAPK9,HSPA8,914
OPRM1,GNAI1,992
OPRM1,ARRB2,986
OPRM1,ARRB1,983
OPRM1,TRPV1,718
OPRM1,PDYN,987
SENP1,SUMO2,999
PTPN13,EFNB2,775
PTPN13,FAS,970
DOCK8,TYK2,727
DOCK8,CDC42,997
ORM2,SERPINA3,903
ORM2,CYP3A4,753
ORM2,GC,726
ORM2,FGA,751
ORM2,SERPINA1,972
CD70,TNFRSF9,986
CD70,CTLA4,744
CD70,TNFSF14,705
CD70,TNF,747
MECP2,TBL1X,824
MECP2,TBL1XR1,971
MECP2,BDNF,965
MECP2,DLX6,741
MECP2,UHRF1,784
MECP2,DLX5,752
MECP2,FKBP5,892
MECP2,ANCR,846
MECP2,HDAC2,997
MECP2,GRIN2B,885
MECP2,GAMT,836
RAPGEF3,ARRB2,944
RAPGEF3,GNAI1,907
RAPGEF3,ABCC8,834
RAPGEF3,ARRB1,942
GNL3,RPL23,889
GNL3,RPL6,880
GNL3,RPL36,762
GNL3,RPL9P8,793
GNL3,RPL18,824
GNL3,RPL11,843
GNL3,RPL26,713
GNL3,RPL30,801
GNL3,RPL35A,798
GNL3,GMPS,808
GNL3,RPL32,779
GNL3,RPL27,814
DHFR,MTHFD1,990
DHFR,PAH,930
DHFR,GCH1,727
DHFR,TK1,885
SCN4A,SCN1B,999
SCN4A,SCN2A,944
MAPKAPK3,DCX,826
C4B,CD59,712
C4B,CPS1,923
C4B,HLA-B,875
C4B,C1R,991
C4B,CFB,970
C4B,CLK1,701
SCN1B,CAMK2A,918
SCN1B,SCN2A,991
SCN1B,SCN11A,907
SCN1B,SCN7A,976
SCN1B,KCNJ8,720
SCN1B,KCNC2,756
SCN1B,KCNC3,745
SCN1B,GABRG2,947
PSMD13,PSMD6,999
PSMD13,PSMA1,999
PSMD13,ADRM1,999
PSMD13,PSMC3,999
PSMD13,PSMD9,980
PSMD13,SEM1,993
PSMD13,PSMC6,999
PSMD13,PSMB3,999
PSMD13,ANCR,742
ATF5,DDIT3,771
ATF5,CEBPA,703
ATF5,TRIB3,780
GRIK2,GRIA1,751
GRIK2,GRIN2B,813
GRIK2,GRIK4,992
GRIK2,DLG4,998
GRIK2,CAMK2A,715
SFTPA1,SFTPB,998
PRKAG3,PRKAB1,999
PRKAG3,PFKFB3,731
PRKAG3,EPHX2,843
PRKAG3,CRY2,918
PRKAG3,ACACA,922
PRKAG3,GMPS,830
RGS4,GNAI1,932
RGS4,DAOA,732
RGS4,GNA13,768
NTF3,GDNF,937
NTF3,BDNF,991
NTF3,NTRK1,999
NTF3,IGF1R,715
ACTL6A,ACTG1,939
ACTL6A,BCL7A,994
ACTL6A,HDAC2,714
ACTL6A,MYC,891
ACTL6A,CHD4,723
E2F5,CCNA2,775
E2F5,CCNE2,840
E2F5,MYC,822
GSPT1,RPL35A,898
GSPT1,RPS27,921
GSPT1,RPL28,898
GSPT1,RPS13,924
GSPT1,RPLP0,923
GSPT1,RPL32,912
GSPT1,RPL27,917
GSPT1,FAU,917
GSPT1,RPL10,929
GSPT1,RPS19,925
GSPT1,RPL23,909
GSPT1,RPS10,910
GSPT1,RPL36,916
GSPT1,RPL6,916
GSPT1,RPL18,905
GSPT1,RPL9P8,933
GSPT1,RPS24,924
GSPT1,RPL11,921
GSPT1,RPL26,909
GSPT1,RPL37A,897
GSPT1,RPS15,934
GSPT1,RPS20,931
GSPT1,RPS25,917
GSPT1,RPS28,916
GSPT1,RPS5,926
GSPT1,RPS7,928
GSPT1,RPS17,916
GSPT1,RPL30,917
LIFR,IL10,734
LIFR,PTPN11,730
LIFR,TYK2,923
LIFR,JAK1,978
LIFR,JAK3,943
LIFR,PIK3R1,911
LIFR,PIK3CB,903
LIFR,CBFB,750
DIABLO,IKBKB,714
DIABLO,BIRC2,999
DIABLO,APAF1,992
PRF1,IL17A,714
PRF1,TNF,808
PRF1,CTLA4,850
PRF1,SELL,738
PRF1,TIGIT,705
PRF1,FCGR3B,889
PRF1,PTPRC,716
PRF1,NCAM1,925
PRF1,LCK,750
PRF1,KLRC1,785
PRF1,B3GAT1,749
PRF1,IL10,780
PRF1,CCL5,805
PRF1,CD63,781
GNG4,KCNJ5,728
GNG4,CHRM2,708
GNG4,KCNJ6,765
GNG4,PIK3CB,758
GNG4,GNA13,795
GNG4,HPCA,718
GNG4,PRKCB,785
GNG4,APLNR,910
GNG4,GNAI1,972
CD44,AKT1,777
CD44,IL10,795
CD44,ITGB3,838
CD44,FAS,721
CD44,LCK,916
CD44,ABCG2,736
CD44,ERVW-1,762
CD44,HYAL2,956
CD44,RHOA,783
CD44,CCL5,818
CD44,CD63,747
CD44,COL9A3,904
CD44,LPL,700
CD44,SLC16A3,717
CD44,NOTCH1,760
CD44,LAMA2,945
CD44,CTNNB1,846
CD44,CD36,714
CD44,CDC42,987
CD44,PTPRC,931
CD44,VAV1,934
CD44,FCGR3B,748
CD44,ICAM2,851
CD44,ITGAX,833
CD44,FGFR2,709
CD44,NCAM1,712
CD44,CD1D,750
CD44,TGFBR1,849
CD44,MUC5AC,763
CD44,ESR1,769
CD44,TNF,822
CD44,PECAM1,949
CD44,VIM,809
CD44,MUC1,818
CD44,MYC,772
CD44,SELL,998
CD44,PROM1,885
CD44,ACTB,728
CD44,ITGAM,860
CD44,IL17A,720
CD44,CD59,737
ITK,CD3G,908
ITK,PIK3R1,949
ITK,PIK3R6,900
ITK,LYN,916
ITK,VAV1,998
ITK,PTPRC,753
ITK,LCK,917
ITK,NCK1,932
ITK,PIK3CB,919
ITK,PIK3CG,938
ITK,FYB1,776
ITK,CTLA4,756
TNF,ACTB,847
TNF,LTB,707
TNF,PECAM1,728
TNF,TNFRSF9,816
TNF,IRAK4,775
TNF,IDO1,758
TNF,MYC,702
TNF,CASP1,904
TNF,SELL,796
TNF,TNFRSF11A,797
TNF,KNG1,769
TNF,CTLA4,873
TNF,IKBKB,999
TNF,CXCL2,928
TNF,BIRC2,999
TNF,ERN1,901
TNF,BDNF,739
TNF,IL17A,958
TNF,CCL3,988
TNF,ITGAM,909
TNF,LTA,984
TNF,HIF1A,818
TNF,IFNA17,806
TNF,CEBPA,926
TNF,CCL4,967
TNF,RHOA,779
TNF,CCL5,960
TNF,FAS,997
TNF,TYK2,737
TNF,SLC2A1,816
TNF,IKBKE,998
TNF,IKBKG,999
TNF,AKT1,907
TNF,IL10,992
TNF,CYP2E1,729
TNF,TNFAIP3,999
TNF,IRF3,745
TNF,HLA-B,761
TNF,CD36,711
TNF,PSENEN,874
TNF,JAK1,828
TNF,PTPRC,833
TNF,CDC42,785
TNF,FCGR3B,873
TNF,ITGAX,876
TNF,NCAM1,701
TNF,MYD88,939
TNF,MMP12,725
